"","Name","URL","npcurl","locale","highdeg","control","Admission Rate","Size of School","Degree Type","ugds_men","ugds_women","preddeg","Enrollment","satvrmid","satmtmid","longitude","latitude","Average Debt","satwrmid","State","c150_l4","City","Tuition","Region","Sourrounding area"
"2633","Riverland Community College","www.riverland.edu","www.riverland.edu/fa/calculator.cfm",32,2,1,NA,"Mid-sized","Associate Degree",0.4818,0.5182,2,2173,NA,NA,-93.001055,43.676778,NA,NA,"MN",0.3172,"Austin",13770,"Other","Suburban"
"2634","Anoka Technical College","www.anokatech.edu","www.anokatech.edu/BecomeStudent/TuitionFees/Net%20Price%20Calculator.aspx",21,2,1,NA,"Small","Certificate Degree",0.3983,0.6017,1,1642,NA,NA,-93.415955,45.216331,14973,NA,"MN",0.2296,"Anoka",16825,"Other","Suburban"
"2635","University of Minnesota-Morris","www.morris.umn.edu/","onestop.morris.umn.edu/aid/netpricecalculator/",33,3,1,0.5985,"Small","Bachelor Degree",0.4614,0.5386,3,1741,580,605,-95.901756,45.589829,20500,590,"MN",NA,"Morris",23141,"Other","Rural"
"2636","Minneapolis College of Art and Design","MCAD.EDU","mcad.edu/tuition-calculator",11,4,2,0.6126,"Small","Bachelor Degree",0.3719,0.6281,3,668,560,525,-93.274694,44.956988,27000,530,"MN",NA,"Minneapolis",44887,"Other","Urban"
"2637","Martin Luther College","www.mlc-wels.edu","www.mlc-wels.edu/static/netpricecalc/npcalc.htm",32,4,2,0.9731,"Small","Bachelor Degree",0.5042,0.4958,3,747,NA,NA,-94.473422,44.3046,17393,NA,"MN",NA,"New Ulm",23120,"Other","Suburban"
"2638","Montana State University","www.montana.edu/","www.montana.edu/tuitioncalc/",33,4,1,0.5757,"Large","Bachelor Degree",0.5448,0.4552,3,13488,565,570,-111.049918,45.666829,22700,535,"MT",NA,"Bozeman",18961,"Midwest","Rural"
"2639","Chief Dull Knife College","cdkc.edu","cdkc.edu",43,2,1,NA,"Small","Associate Degree",0.4675,0.5325,2,170,NA,NA,-106.66459,45.625559,NA,NA,"MT",0.4545,"Lame Deer",8996,"Midwest","Rural"
"2640","Flathead Valley Community College","www.fvcc.edu","webwp.fvcc.edu/NetPriceCalculator/npcalc.htm",41,2,1,NA,"Small","Associate Degree",0.3753,0.6247,2,1570,NA,NA,-114.327258,48.227389,7487,NA,"MT",0.2426,"Kalispell",12877,"Midwest","Rural"
"2641","Carroll College","www.carroll.edu","www.carroll.edu/finaid/",33,3,2,0.6283,"Small","Bachelor Degree",0.4206,0.5794,3,1428,550,555,-112.04053,46.602202,26000,540,"MT",NA,"Helena",42391,"Midwest","Rural"
"2642","Montana State University-Northern","www.msun.edu","www.msun.edu/stuaffairs/finaid/tuitcalc.htm",33,4,1,0.785,"Small","Bachelor Degree",0.4899,0.5101,3,1154,456,472,-109.686457,48.541054,14600,423,"MT",NA,"Havre",15497,"Midwest","Rural"
"2643","North Central Missouri College","www.ncmissouri.edu","www.ncmissouri.edu/hea/Pages/net-price-calculator.aspx",33,2,1,NA,"Small","Associate Degree",0.2752,0.7248,2,1085,NA,NA,-93.618207,40.077753,10500,NA,"MO",0.3107,"Trenton",13594,"Other","Rural"
"2644","William Jewell College","www.jewell.edu","www.jewell.edu/financial-aid/net-price-calculator",21,4,2,0.6089,"Small","Bachelor Degree",0.4211,0.5789,3,1053,560,560,-94.41207,39.247848,25000,NA,"MO",NA,"Liberty",44659,"Other","Suburban"
"2645","Aaniiih Nakoda College","www.ancollege.edu","www.ancollege.edu/student_services/financial_aid/npc/npcalc.htm",43,2,1,NA,"Small","Associate Degree",0.4076,0.5924,2,121,NA,NA,-108.78364,48.53309,NA,NA,"MT",0.4286,"Harlem",8510,"Midwest","Rural"
"2646","Miles Community College","www.milescc.edu/","www.milescc.edu/CampusServices/FinancialAid/NetPriceCalc/",33,2,1,NA,"Small","Associate Degree",0.3961,0.6039,2,368,NA,NA,-105.826609,46.404636,10190,NA,"MT",0.4729,"Miles City",12260,"Midwest","Rural"
"2647","Dawson Community College","www.dawson.edu","www.dawson.edu/future/financial-aid/net-price-calculator/",33,2,1,NA,"Small","Associate Degree",0.4248,0.5752,2,207,NA,NA,-104.725241,47.085225,9728,NA,"MT",0.5397,"Glendive",12815,"Midwest","Rural"
"2648","Wentworth Military Academy and College","www.wma.edu","wma.studentaidcalculator.com",32,2,2,NA,"Small","Associate Degree",0.4922,0.5078,2,328,NA,NA,-93.872974,39.187108,12000,NA,"MO",0.5902,"Lexington",30105,"Other","Suburban"
"2649","College of the Ozarks","www.cofo.edu","www.cofo.edu/npc/npcalc.htm",32,3,2,0.0948,"Small","Bachelor Degree",0.4293,0.5707,3,1441,560,500,-93.238174,36.616019,NA,480,"MO",NA,"Point Lookout",27798,"Other","Suburban"
"2650","Northeast Mississippi Community College","www.nemcc.edu","www2.nemcc.edu/ir/netpricecalculator/npcalc.htm",33,2,1,NA,"Mid-sized","Associate Degree",0.3939,0.6061,2,3148,NA,NA,-88.562983,34.667833,6554.5,NA,"MS",0.2572,"Booneville",12032,"Southeast","Rural"
"2651","East Central College","www.eastcentral.edu","www.eastcentral.edu/finaid/net-price-calculator/",41,2,1,NA,"Mid-sized","Associate Degree",0.3652,0.6348,2,2543,NA,NA,-90.975535,38.430296,12000,NA,"MO",0.19,"Union",11856,"Other","Rural"
"2652","William Carey University","www.wmcarey.edu","https://wmcarey.studentaidcalculator.com/survey.aspx",13,4,2,0.2742,"Mid-sized","Bachelor Degree",0.3148,0.6852,3,2047,435,540,-89.291815,31.305264,20642,NA,"MS",NA,"Hattiesburg",24959,"Southeast","Urban"
"2653","Central Methodist University-College of Liberal Arts and Sciences","www.centralmethodist.edu/","www.centralmethodist.edu/finaid/calculator/npcalc.htm",32,3,2,0.6674,"Small","Bachelor Degree",0.4965,0.5035,3,1091,472,532,-92.685276,39.150534,15625,429,"MO",NA,"Fayette",33700,"Other","Suburban"
"2654","Four Rivers Career Center","frcc-sdow-mo.schoolloop.com/","www.washington.k12.mo.us",32,1,1,NA,"Small","Certificate Degree",0.175,0.825,1,34,NA,NA,-91.020914,38.547707,9500,NA,"MO",0.7941,"Washington",25007,"Other","Suburban"
"2655","Millsaps College","www.millsaps.edu","www.millsaps.edu/administrative_offices/financial_aid_net_price_calculator.php",12,4,2,0.5477,"Small","Bachelor Degree",0.5102,0.4898,3,757,550,565,-90.178084,32.3231,23355,NA,"MS",NA,"Jackson",48576,"Southeast","Urban"
"2656","Metro Business College-Cape Girardeau","www.metrobusinesscollege.edu","www.metrobusinesscollege.edu/npcalc.htm",13,2,3,NA,"Small","Associate Degree",0.0977,0.9023,2,92,NA,NA,-89.565222,37.327199,11083,NA,"MO",0.766,"Cape Girardeau",16789,"Other","Urban"
"2657","Concordia University-Saint Paul","www.csp.edu","www.csp.edu/tuition-financial-aid/undergraduate/net-price-calculator/",11,4,2,NA,"Mid-sized","Bachelor Degree",0.4089,0.5911,3,2289,NA,NA,-93.154971,44.9502,21230,NA,"MN",NA,"Saint Paul",30423,"Other","Urban"
"2658","The Art Institutes International-Minnesota","www.aim.artinstitutes.edu","tcc.noellevitz.com/edmc/Freshman-Students Net Price Calculator",11,3,3,0.9801,"Small","Bachelor Degree",0.4252,0.5748,3,712,NA,NA,-93.276322,44.976003,28353.5,NA,"MN",NA,"Minneapolis",30919,"Other","Urban"
"2659","Itasca Community College","www.itascacc.edu/","www.mnscu.edu/admissions/calculator/itasca.html",33,2,1,NA,"Small","Associate Degree",0.5468,0.4532,2,891,NA,NA,-93.494483,47.242469,9500,NA,"MN",0.3053,"Grand Rapids",15836,"Other","Rural"
"2660","Hamline University","www.hamline.edu","www.hamline.edu/undergraduate/admission/net-price-calculator.html",11,4,2,0.6999,"Mid-sized","Bachelor Degree",0.4136,0.5864,3,2167,575,580,-93.163983,44.965696,23628,548,"MN",NA,"Saint Paul",46670,"Other","Urban"
"2661","Concordia College at Moorhead","https://www.concordiacollege.edu","https://www.concordiacollege.edu/admission-aid/tuition-aid/cost-of-attendance/net-price-calculator/",22,4,2,0.7766,"Mid-sized","Bachelor Degree",0.3856,0.6144,3,2104,555,565,-96.765567,46.859423,27000,NA,"MN",NA,"Moorhead",44336,"Other","Suburban"
"2662","West Shore Community College","www.westshore.edu","www.westshore.edu/p_students/paying_for_college/net_price_calculator.html",42,2,1,NA,"Small","Associate Degree",0.3932,0.6068,2,935,NA,NA,-86.337502,44.008857,9159,NA,"MI",0.1554,"Scottville",8191,"Great Lakes","Rural"
"2663","Duluth Business University","www.dbumn.edu","www.dbumn.edu/financial-aid/npcalc.htm",13,3,3,NA,"Small","Associate Degree",0.1822,0.8178,2,144,NA,NA,-92.157379,46.742888,23910,NA,"MN",NA,"Duluth",33987,"Other","Urban"
"2664","Gustavus Adolphus College","WWW.GUSTAVUS.EDU","gustavus.edu/admission/financial-aid/calculator.php",31,3,2,0.6343,"Mid-sized","Bachelor Degree",0.4378,0.5622,3,2369,635,620,-93.971928,44.324968,27000,NA,"MN",NA,"Saint Peter",51498,"Other","Suburban"
"2665","Macalester College","www.macalester.edu","www.macalester.edu/financialaid/estimate/index.html",11,3,2,0.3672,"Mid-sized","Bachelor Degree",0.4025,0.5975,3,2149,685,685,-93.169855,44.936709,22539,675,"MN",NA,"Saint Paul",59743,"Other","Urban"
"2666","University of St Thomas","www.stthomas.edu","www.stthomas.edu/financialaid/undergraduate/resources/netpricecalculator/",11,4,2,0.8667,"Small","Bachelor Degree",0.536,0.464,3,1720,595,590,-93.189422,44.941662,25000,NA,"TX",NA,"Houston",40040,"Other","Urban"
"2667","University of St Thomas","www.stthomas.edu","www.stthomas.edu/financialaid/undergraduate/resources/netpricecalculator/",11,4,2,0.8667,"Large","Bachelor Degree",0.536,0.464,3,6076,595,590,-93.189422,44.941662,25000,NA,"MN",NA,"Saint Paul",49000,"Other","Urban"
"2668","The College of Saint Scholastica","www.css.edu","www.css.edu/undergraduate/undergraduate-traditional/paying-for-college/net-price-calculator--freshmen.html",13,4,2,0.7829,"Mid-sized","Bachelor Degree",0.3208,0.6792,3,2757,545,570,-92.105738,46.81544,22500,530,"MN",NA,"Duluth",43861,"Other","Urban"
"2669","University of Northwestern-St Paul","https://www.unwsp.edu","https://undergraduate.unwsp.edu/net-price-calculator",21,4,2,0.5966,"Small","Bachelor Degree",0.4233,0.5767,3,1954,584,550,-93.171579,45.032969,21500,NA,"MN",NA,"Saint Paul",40044,"Other","Suburban"
"2670","Vermilion Community College","www.vcc.edu/","www.mnscu.edu/admissions/calculator/vermilion.html",33,2,1,NA,"Small","Associate Degree",0.7587,0.2413,2,420,NA,NA,-91.837938,47.905213,13000,NA,"MN",0.297,"Ely",14835,"Other","Rural"
"2671","Saint Mary's University of Minnesota","www.smumn.edu","www.smumn.edu/admission/undergraduate/financial-aid/net-price-calculator/npc",32,4,2,0.7899,"Small","Bachelor Degree",0.4677,0.5323,3,1719,465,528,-91.696652,44.045322,21500,460,"MN",NA,"Winona",41003,"Other","Suburban"
"2672","College of Saint Benedict","www.csbsju.edu","https://csbsju.studentaidcalculator.com/survey.aspx",22,3,2,0.7673,"Small","Bachelor Degree",0,1,3,1943,560,545,-94.31902,45.558609,25500,565,"MN",NA,"Saint Joseph",51676,"Other","Suburban"
"2673","Minneapolis Business College","minneapolisbusinesscollege.edu","minneapolisbusinesscollege.edu",21,2,3,NA,"Small","Certificate Degree",0.3146,0.6854,1,196,NA,NA,-93.173351,45.005272,11878,NA,"MN",0.8259,"Roseville",20902,"Other","Suburban"
"2674","Central Community College","www.cccneb.edu","cccneb.studentaidcalculator.com/survey.aspx",13,2,1,NA,"Mid-sized","Certificate Degree",0.3711,0.6289,1,3965,NA,NA,-98.372549,40.889582,7156,NA,"NE",0.3187,"Grand Island",11295,"Other","Urban"
"2675","University of Nebraska at Kearney","www.unk.edu","www.unk.edu/NetPriceCalculator/npcalc.htm",32,4,1,0.8533,"Mid-sized","Bachelor Degree",0.4428,0.5572,3,4819,525,560,-99.098237,40.700787,18375,NA,"NE",NA,"Kearney",20352,"Other","Suburban"
"2676","Chadron State College","www.csc.edu","www.csc.edu/NetPrice/npcalc.htm",33,4,1,NA,"Mid-sized","Bachelor Degree",0.428,0.572,3,2099,NA,NA,-103.002793,42.820672,15849,NA,"NE",NA,"Chadron",16220,"Other","Rural"
"2677","Creighton University","https://www.creighton.edu","www.creighton.edu/financialaid/cost/netpricecalculator/",11,4,2,0.782,"Mid-sized","Bachelor Degree",0.4059,0.5941,3,4080,580,600,-95.947029,41.265325,24195,575,"NE",NA,"Omaha",48767,"Other","Urban"
"2678","Rocky Mountain College","rocky.edu","rocky.edu/admissions/financial-aid-scholarships/FinancialAidEstimator.php",12,4,2,0.6355,"Small","Bachelor Degree",0.5081,0.4919,3,906,490,500,-108.553899,45.796765,25373.5,NA,"MT",NA,"Billings",35236,"Midwest","Urban"
"2679","Hinds Community College","www.hindscc.edu","www.hindscc.edu/offices/Financial-Aid/NetPriceCalculator/npcalc.htm",41,2,1,NA,"Large","Certificate Degree",0.3601,0.6399,1,10612,NA,NA,-90.412527,32.258205,6249,NA,"MS",0.149,"Raymond",9696,"Southeast","Rural"
"2680","University of Minnesota-Twin Cities","twin-cities.umn.edu/","https://npc.collegeboard.org/student/app/tcumn",11,4,1,0.4951,"Large","Bachelor Degree",0.4913,0.5087,3,30511,615,680,-93.235352,44.977886,20161,615,"MN",NA,"Minneapolis",24823,"Other","Urban"
"2681","Conception Seminary College","www.conception.edu","www.conception.edu",42,3,2,0.9444,"Small","Bachelor Degree",1,0,3,93,NA,NA,-94.682831,40.24044,NA,NA,"MO",NA,"Conception",33640,"Other","Rural"
"2682","Drury University","www.drury.edu","https://drury.studentaidcalculator.com/survey.aspx",12,4,2,0.867,"Mid-sized","Bachelor Degree",0.3955,0.6045,3,3082,569,555,-93.285773,37.219757,20850,563,"MO",NA,"Springfield",33183,"Other","Urban"
"2683","Southwest Baptist University","www.sbuniv.edu","www.sbuniv.edu/admissions/financial-aid/estimator.php",32,4,2,0.9048,"Mid-sized","Bachelor Degree",0.3553,0.6447,3,2394,475,490,-93.410451,37.601603,20000,NA,"MO",NA,"Bolivar",30797,"Other","Suburban"
"2684","Northwest Missouri State University","www.nwmissouri.edu","https://nwmissouri.studentaidcalculator.com/survey.aspx",33,4,1,0.7046,"Mid-sized","Bachelor Degree",0.4448,0.5552,3,5288,505,515,-94.884341,40.352706,22783,NA,"MO",NA,"Maryville",17751,"Other","Rural"
"2685","Saint Louis University","www.slu.edu","www.slu.edu/services/emis/apps/cost/",11,4,2,0.6438,"Large","Bachelor Degree",0.409,0.591,3,7502,595,610,-90.23343,38.636516,25000,NA,"MO",NA,"Saint Louis",53949,"Other","Urban"
"2686","Moberly Area Community College","www.macc.edu","my.macc.edu/ics/Admissions/Admissions_Homepage.jnz?portlet=Net_Price_Calculator",32,2,1,NA,"Mid-sized","Associate Degree",0.3871,0.6129,2,3806,NA,NA,-92.455064,39.418607,8953.5,NA,"MO",0.2433,"Moberly",12019,"Other","Suburban"
"2687","Missouri University of Science and Technology","www.mst.edu/","futurestudents.mst.edu/costs/",33,4,1,0.8905,"Large","Bachelor Degree",0.7698,0.2302,3,6747,590,655,-91.7759,37.955853,24000,NA,"MO",NA,"Rolla",21793,"Other","Rural"
"2688","Stony Brook University","www.stonybrook.edu","npc.collegeboard.org/student/app/stonybrook",21,4,1,0.4006,"Large","Bachelor Degree",0.5343,0.4657,3,16583,585,650,-73.123595,40.913138,18750,585,"NY",NA,"Stony Brook",22000,"Northeast","Suburban"
"2689","SUNY at Albany","www.albany.edu","www.albany.edu/financialaid/npc.shtml",13,4,1,0.5134,"Large","Bachelor Degree",0.5212,0.4788,3,12698,540,565,-73.825014,42.686917,20161,NA,"NY",NA,"Albany",22568,"Northeast","Urban"
"2690","Technical Career Institutes","www.tcicollege.edu","https://tcicollege.studentaidcalculator.com/survey.aspx",11,2,3,NA,"Mid-sized","Associate Degree",0.6023,0.3977,2,2081,NA,NA,-73.996048,40.750572,16878,NA,"NY",0.2483,"New York",21962,"Northeast","Urban"
"2691","SUNY Oneonta","www.oneonta.edu","www.suny.edu/howmuch/?id=14",33,4,1,0.4354,"Mid-sized","Bachelor Degree",0.4025,0.5975,3,5825,535,555,-75.064186,42.466555,21975.5,535,"NY",NA,"Oneonta",22414,"Northeast","Rural"
"2692","SUNY College at Potsdam","www.potsdam.edu","www.potsdam.edu/admissions/financial/npc.cfm",33,4,1,0.6529,"Mid-sized","Bachelor Degree",0.4208,0.5792,3,3595,NA,NA,-74.976889,44.662862,23255,NA,"NY",NA,"Potsdam",21315,"Northeast","Rural"
"2693","Wagner College","www.wagner.edu","www.wagner.edu/financial_aid/",11,4,2,0.7191,"Small","Bachelor Degree",0.3472,0.6528,3,1748,580,580,-74.09573,40.615003,25000,NA,"NY",NA,"Staten Island",52742,"Northeast","Urban"
"2694","Union College","www.union.edu/","https://npc.collegeboard.org/student/app/union",13,3,2,0.3822,"Small","Bachelor Degree",0.5383,0.4617,3,794,635,660,-73.928498,42.817578,25000,635,"KY",NA,"Barbourville",34038,"Northeast","Urban"
"2695","Union College","www.union.edu/","https://npc.collegeboard.org/student/app/union",13,3,2,0.3822,"Small","Bachelor Degree",0.5383,0.4617,3,762,635,660,-73.928498,42.817578,25000,635,"NE",NA,"Lincoln",32465,"Northeast","Urban"
"2696","Union College","www.union.edu/","https://npc.collegeboard.org/student/app/union",13,3,2,0.3822,"Mid-sized","Bachelor Degree",0.5383,0.4617,3,2206,635,660,-73.928498,42.817578,25000,635,"NY",NA,"Schenectady",62038,"Northeast","Urban"
"2697","Utica School of Commerce","www.uscny.edu","www.uscny.edu/netPrice/npcalc.htm",13,2,3,NA,"Small","Associate Degree",0.231,0.769,2,107,NA,NA,-75.228627,43.101764,15675,NA,"NY",0.3086,"Utica",21169,"Northeast","Urban"
"2698","Webb Institute","www.webb.edu","www.webb.edu/calc.html",21,3,2,0.378,"Small","Bachelor Degree",0.8101,0.1899,3,91,700,725,-73.644838,40.884352,NA,665,"NY",NA,"Glen Cove",62905,"Northeast","Suburban"
"2699","Wood Tobe-Coburn School","woodtobecoburn.edu","woodtobecoburn.edu/admissions/financial-aid",11,2,3,NA,"Small","Associate Degree",0.2715,0.7285,2,296,NA,NA,-73.981291,40.751775,12000,NA,"NY",0.7296,"New  York",21348,"Northeast","Urban"
"2700","SUNY Maritime College","www.sunymaritime.edu","www.suny.edu/howmuch/netpricecalculator.xhtml?bgColor=87CEFA&embed=N&headerUrl=www.sunymaritime.edu/upload/Maritime_HEADER.gif&id=25",11,4,1,0.5763,"Small","Bachelor Degree",0.9005,0.0995,3,1667,530,560,-73.800336,40.809048,26940.5,500,"NY",NA,"Throggs Neck",22648,"Northeast","Urban"
"2701","Messenger College","www.messengercollege.edu","www.messengercollege.edu/#!financial-aid/c26u",21,3,2,0.9,"Small","Bachelor Degree",0.5593,0.4407,3,109,500,518,-97.100191,32.8313,NA,490,"TX",NA,"Euless",21009,"Southwest","Suburban"
"2702","Veeb Nassau County School of Practical Nursing","www.veeb.org/PN_main.php","www.veeb.org/PN_main.php",21,1,1,NA,"Small","Certificate Degree",0.1919,0.8081,1,216,NA,NA,-73.520435,40.766393,7500,NA,"NY",0.899,"Hicksville",30314,"Northeast","Suburban"
"2703","University of Phoenix-New Mexico","www.phoenix.edu","www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html",11,4,3,NA,"Small","Bachelor Degree",0.393,0.607,3,811,NA,NA,-106.585189,35.197066,28188,NA,"NM",NA,"Albuquerque",22176,"Southwest","Urban"
"2704","University of Phoenix-Utah","www.phoenix.edu","www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html",21,4,3,NA,"Small","Bachelor Degree",0.592,0.408,3,468,NA,NA,-111.904474,40.653835,28188,NA,"UT",NA,"Salt Lake City",21605,"Midwest","Suburban"
"2705","Johnson & Wales University-North Miami","www1.jwu.edu/north-miami/","https://jwu-miami.studentaidcalculator.com/survey.aspx",21,3,2,0.557,"Small","Bachelor Degree",0.4018,0.5982,3,1743,NA,NA,-80.164797,25.894337,26500,NA,"FL",NA,"North Miami",41154,"Southeast","Suburban"
"2706","New York College of Health Professions","www.nycollege.edu","www.nycollege.edu",21,4,2,0.8095,"Small","Associate Degree",0.3162,0.6838,2,412,NA,NA,-73.517755,40.807605,17408,NA,"NY",NA,"Syosset",22898,"Northeast","Suburban"
"2707","Central California School of Continuing Education","ccsce.org","ccsce.org/netpricecalc.html",13,1,3,NA,"Small","Certificate Degree",0.2289,0.7711,1,370,NA,NA,-120.644796,35.263725,5326,NA,"CA",0.6867,"San Luis Obispo",26238,"West","Urban"
"2708","Brown Mackie College-Fort Wayne","www.brownmackie.edu","tcc.noellevitz.com/edmc/Brown-Mackie Net Price Calculator",11,3,3,NA,"Small","Associate Degree",0.2299,0.7701,2,343,NA,NA,-85.101966,41.109132,17741,NA,"IN",NA,"Fort Wayne",23470,"Great Lakes","Urban"
"2709","ITT Technical Institute-Louisville","www.itt-tech.edu","www.itt-tech.edu/npc",21,3,3,0.7542,"Small","Associate Degree",0.6955,0.3045,2,272,NA,NA,-85.816451,38.18239,18666,NA,"KY",NA,"Louisville",27955,"Southeast","Suburban"
"2710","ITT Technical Institute-Oxnard","www.itt-tech.edu","www.itt-tech.edu/npc",12,3,3,0.885,"Small","Associate Degree",0.7827,0.2173,2,261,NA,NA,-119.145955,34.221029,18666,NA,"CA",NA,"Oxnard",28106,"West","Urban"
"2711","ITT Technical Institute-Bessemer","www.itt-tech.edu","www.itt-tech.edu/npc",21,3,3,0.711,"Small","Associate Degree",0.6832,0.3168,2,483,NA,NA,-86.915593,33.33934,18666,NA,"AL",NA,"Bessemer",27339,"Southeast","Suburban"
"2712","ITT Technical Institute-Greenville","www.itt-tech.edu","www.itt-tech.edu/npc",13,3,3,0.8333,"Small","Associate Degree",0.7326,0.2674,2,197,NA,NA,-82.29693,34.83592,18666,NA,"SC",NA,"Greenville",26763,"Southeast","Urban"
"2713","Remington College-Memphis Campus","www.remingtoncollege.edu/memphis-tennessee-career-colleges-overview","calculator.remingtoncollege.edu/",11,3,2,0.537,"Small","Certificate Degree",0.3082,0.6918,1,724,NA,NA,-89.989881,35.071403,9500,NA,"TN",0.8139,"Memphis",25504,"Southeast","Urban"
"2714","ITT Technical Institute-Everett","www.itt-tech.edu","www.itt-tech.edu/npc",12,3,3,0.8527,"Small","Associate Degree",0.8598,0.1402,2,219,NA,NA,-122.258707,47.929947,27081,NA,"WA",NA,"Everett",27301,"West","Urban"
"2715","Brown Mackie College-Atlanta","www.brownmackie.edu","tcc.noellevitz.com/edmc/Brown-Mackie Net Price Calculator",13,2,3,NA,"Small","Associate Degree",0.2678,0.7322,2,574,NA,NA,-84.354843,33.9375,17741,NA,"GA",0.1771,"Atlanta",25787,"Southeast","Urban"
"2716","Argosy University-The Art Institute of California-Hollywood","www.aicdc.artinstitutes.edu","https://tcc.noellevitz.com/edmc/Argosy University Net Price Calculator",11,3,3,0.644,"Small","Bachelor Degree",0.4756,0.5244,3,1198,NA,NA,-118.299126,34.061265,9500,NA,"CA",NA,"North Hollywood",34417,"West","Urban"
